Team,Diagnosis Code,Z score
PnP_India,S69,24.80687991
PnP_India,S69.9,21.27254615
PnP_India,S69.91,16.33393474
PnP_India,S69.91XA,15.62529801
PnP_India,T15-T19,5.682430212
PnP_India,T17,3.555328369
PnP_India,T17.9,13.50888969
PnP_India,K80-K87,213.9840344
PnP_India,K80,104.3989957
PnP_India,K80.5,18.47474764
PnP_India,K80.50,5.687933914
PnP_India,K80.2,77.76986429
PnP_India,K80.20,71.42686645
PnP_India,K83,117.356619
PnP_India,K83.8,46.12276208
PnP_India,J45.901,10.65543879
PnP_India,J95-J95,-14.92933527
PnP_India,J95,-14.92933527
PnP_India,J95.8,-49.8421463
PnP_India,J95.82,-9.252458045
PnP_India,J95.821,-9.252458045
PnP_India,R17,109.0209272
PnP_India,K57,33.10710441
PnP_India,K57.3,-7.067025903
PnP_India,K57.30,-8.486058698
PnP_India,T20-T25,-46.88509655
PnP_India,T25,3.555620411
PnP_India,T25.2,2.133997989
PnP_India,R26,21.90837007
PnP_India,R26.2,13.45579753
PnP_India,M25.60,-2.133868515
PnP_India,F32,305.2318227
PnP_India,F32.2,8.530590943
PnP_India,S82,-19.81693007
PnP_India,S82.8,-9.934560978
PnP_India,S82.84,0.711166946
PnP_India,S82.842,-0.711404773
PnP_India,L00-L08,267.709176
PnP_India,L03,187.133117
PnP_India,L03.0,7.102252932
PnP_India,L03.01,3.55441226
PnP_India,L03.012,0.711323586
PnP_India,S69.92,6.393349411
PnP_India,S69.92XA,6.394066802
PnP_India,S61,42.44543356
PnP_India,S61.2,29.08668844
PnP_India,S61.21,17.04332442
PnP_India,S61.211,3.556337132
PnP_India,S61.211A,2.845232024
PnP_India,M85.80,26.88638791
PnP_India,K57.32,-1.422402212
PnP_India,H91,55.7128183
PnP_India,H91.9,54.34574479
PnP_India,H91.93,15.60694066
PnP_India,L30.4,26.98873394
PnP_India,D68.5,37.61676682
PnP_India,D68.51,9.241774523
PnP_India,R00,427.223492
PnP_India,R00.2,29.65417934
PnP_India,K59.8,6.40159433
PnP_India,C69-C72,-217.5556047
PnP_India,C71,-235.046908
PnP_India,C71.9,-192.5558677
PnP_India,R45,9.16570156
PnP_India,R45.4,9.956496733
PnP_India,G80-G83,-197.2437256
PnP_India,G81,-189.4413945
PnP_India,G81.9,-194.5593759
PnP_India,G81.94,-119.2520911
PnP_India,R45.1,9.227269113
PnP_India,G93,-292.1802829
PnP_India,G93.6,-225.7626049
PnP_India,D49-D49,60.82523203
PnP_India,D49,60.82523203
PnP_India,D49.6,0
PnP_India,I67,-112.5237459
PnP_India,I67.8,-23.48017798
PnP_India,I67.89,-5.691324392
PnP_India,L10-L14,3.556230961
PnP_India,I87,195.5132319
PnP_India,I87.2,85.62683996
PnP_India,E11.3,8.51758304
PnP_India,E11.31,-15.6391612
PnP_India,E11.319,-4.265806491
PnP_India,L12,-3.557955356
PnP_India,L12.0,-3.558260604
PnP_India,L80-L99,558.6678242
PnP_India,L97,133.8590482
PnP_India,L97.5,72.92482491
PnP_India,L97.52,53.90628203
PnP_India,L97.529,34.09185455
PnP_India,R25,-28.99229903
PnP_India,R25.2,-52.51899931
PnP_India,I50.2,145.8341108
PnP_India,I50.20,66.58211297
PnP_India,I42,35.20676097
PnP_India,I42.9,72.81106731
PnP_India,D68.4,9.954527796
PnP_India,D50,94.05399891
PnP_India,D50.9,69.00846762
PnP_India,I26-I28,219.0834229
PnP_India,I26,222.1786871
PnP_India,I26.9,220.8048768
PnP_India,I26.99,225.0518507
PnP_India,R91.1,140.5941604
PnP_India,I50.21,-20.63623718
PnP_India,I27,4.262197956
PnP_India,I27.8,19.1829311
PnP_India,I27.82,4.977672174
PnP_India,C30-C39,89.7005911
PnP_India,C34,84.84251407
PnP_India,C34.1,50.33723614
PnP_India,C34.11,26.27440515
PnP_India,J43,50.96911614
PnP_India,J43.9,73.65898375
PnP_India,D64,719.8995874
PnP_India,D64.9,616.7770815
PnP_India,I11,-48.90726617
PnP_India,I11.0,-18.41723979
PnP_India,L60,20.54094777
PnP_India,L60.2,-9.963453382
PnP_India,C34.9,165.8548404
PnP_India,C34.91,90.70920818
PnP_India,Z99,264.5459755
PnP_India,Z99.8,170.3376747
PnP_India,Z99.81,197.3142177
PnP_India,J34,88.18076641
PnP_India,J34.8,67.88549267
PnP_India,J34.89,67.88574775
PnP_India,R59,89.63242797
PnP_India,R59.0,73.57730901
PnP_India,I25.8,-77.5892549
PnP_India,I25.82,-84.14147238
PnP_India,I25.11,-39.01540594
PnP_India,I25.119,8.517870203
PnP_India,T80-T88,420.3165001
PnP_India,T82,190.6155308
PnP_India,T82.8,124.2741509
PnP_India,T82.89,19.18529576
PnP_India,T82.897,-4.980907001
PnP_India,T82.897A,-4.269264471
PnP_India,I21,-73.26000054
PnP_India,I21.4,-19.17824139
PnP_India,I25.4,-12.10005516
PnP_India,I25.42,-14.23785104
PnP_India,R94.3,-7.808222523
PnP_India,R94.39,-22.0626076
PnP_India,I25.7,6.400997245
PnP_India,I25.71,6.402549544
PnP_India,R57,77.78622155
PnP_India,R57.0,41.85719993
PnP_India,D68.9,201.5088748
PnP_India,N17,853.826135
PnP_India,N17.0,69.3884118
PnP_India,E87.5,509.620147
PnP_India,E87.1,530.7818475
PnP_India,J96,92.73452315
PnP_India,J96.9,-167.3317391
PnP_India,J96.91,-17.07402215
PnP_India,E87.2,552.1484281
PnP_India,A70-A74,4.267647749
PnP_India,A74,4.267679597
PnP_India,A74.9,4.267679597
PnP_India,E87.3,94.90333989
PnP_India,S06.6,-178.8991352
PnP_India,S06.6X,-178.8991352
PnP_India,S06.6X0,12.79599816
PnP_India,S06.6X0A,14.21833025
PnP_India,S22,-153.8064331
PnP_India,S22.4,-38.38061513
PnP_India,S22.41,12.07961619
PnP_India,S22.41XA,18.47184932
PnP_India,R31,72.7143916
PnP_India,R31.9,-2.128037052
PnP_India,F05,70.87440467
PnP_India,E86,779.8989744
PnP_India,E86.0,501.5371517
PnP_India,G47.33,129.8838034
PnP_India,I49.3,-19.17608448
PnP_India,F01,-29.17675417
PnP_India,F01.5,-29.17675417
PnP_India,F01.50,-7.823756137
PnP_India,S32,-50.39955285
PnP_India,S32.8,-11.37526579
PnP_India,S32.81,-23.47631704
PnP_India,S32.810,-15.6469416
PnP_India,S32.810A,-16.37010319
PnP_India,R06.8,34.72166916
PnP_India,R06.82,11.37590009
PnP_India,S42,-33.34142433
PnP_India,S42.0,4.973582298
PnP_India,S42.02,13.50238489
PnP_India,S42.021,7.111548125
PnP_India,S01.0,-36.27173877
PnP_India,S01.01,-42.68985467
PnP_India,S01.01XA,-41.98019294
PnP_India,S27,-155.7590536
PnP_India,S27.0,-57.00128758
PnP_India,S27.0XXA,-56.28933044
PnP_India,H90,6.353208938
PnP_India,H90.5,3.553283379
PnP_India,S42.2,-14.21898419
PnP_India,S42.29,-9.958805241
PnP_India,S42.292,2.133798908
PnP_India,Z90.2,40.46953054
PnP_India,M1A.9,31.95810089
PnP_India,M1A.9XX1,4.267870684
PnP_India,S22.42,-7.823142425
PnP_India,S22.42XA,-9.958582074
PnP_India,C60-C63,78.85023314
PnP_India,C61,64.13557526
PnP_India,M80,-14.92341421
PnP_India,M80.8,16.34517047
PnP_India,M80.88,2.84556113
PnP_India,Z95,14.81527751
PnP_India,Z95.2,-48.29344146
PnP_India,E11.4,4.945134845
PnP_India,E11.42,-2.125567015
PnP_India,H02,-2.128612164
PnP_India,H02.4,-12.08844742
PnP_India,H02.40,-11.37977374
PnP_India,H02.403,0.711305004
PnP_India,H02.8,-5.689390795
PnP_India,H02.83,-6.403009914
PnP_India,H02.834,-5.69170678
PnP_India,H02.831,-5.69170678
PnP_India,T30-T32,-47.65020171
PnP_India,T31,-32.71072366
PnP_India,T31.0,-7.817529013
PnP_India,K00-K14,238.4299264
PnP_India,K08,18.47633461
PnP_India,K08.3,3.557199653
PnP_India,T20,-49.86673938
PnP_India,T20.2,-24.20266258
PnP_India,T23,7.103794157
PnP_India,T23.3,-2.134434022
PnP_India,S02.4,-7.825392455
PnP_India,J96.0,214.7196123
PnP_India,J96.00,-125.7298937
PnP_India,S68,7.819804091
PnP_India,S68.6,4.267870684
PnP_India,M86-M90,173.9204508
PnP_India,M87,27.68765558
PnP_India,M87.8,-4.980516719
PnP_India,T23.2,4.264557239
PnP_India,T23.20,5.689484145
PnP_India,T23.201,3.556682167
PnP_India,F43.2,78.3109728
PnP_India,F43.22,34.79206186
PnP_India,R50,391.5501413
PnP_India,R50.9,289.4690768
PnP_India,M25.642,18.45258417
PnP_India,S68.1,4.267106282
PnP_India,M26-M27,24.83832266
PnP_India,M26,17.05364722
PnP_India,T30,-9.958768047
PnP_India,T30.0,-9.959028404
PnP_India,S61.20,10.6661116
PnP_India,S81,-1.420738835
PnP_India,S81.0,5.689420446
PnP_India,S81.00,-0.711561375
PnP_India,T20.3,-52.75787486
PnP_India,I25.5,69.3007252
PnP_India,I48.2,319.2225423
PnP_India,I34,11.33919581
PnP_India,I34.0,21.26975387
PnP_India,J90-J94,564.3196507
PnP_India,J90,493.8477331
PnP_India,I71.4,-38.41858656
PnP_India,I25.2,234.0686423
PnP_India,E66.01,-12.69063489
PnP_India,I38,-2.134362347
PnP_India,D72.1,31.24970115
PnP_India,Z95.5,75.59698161
PnP_India,I69,-6.381581606
PnP_India,I69.3,7.801090633
PnP_India,I69.39,41.15717918
PnP_India,I30,-5.693087404
PnP_India,R60,397.718299
PnP_India,R60.9,65.82102003
PnP_India,C78.2,149.9267176
PnP_India,C79.5,623.5706022
PnP_India,C79.51,623.5799915
PnP_India,N32,46.67906488
PnP_India,N32.8,48.13836431
PnP_India,N32.89,51.05247367
PnP_India,J91,187.712544
PnP_India,J91.0,137.9565224
PnP_India,G47.00,140.4249093
PnP_India,R97-R97,31.96955824
PnP_India,R97,31.96955824
PnP_India,G89.3,929.5249236
PnP_India,C34.3,34.07186322
PnP_India,C34.31,1.422226161
PnP_India,I82.402,28.41784052
PnP_India,R13,74.23124856
PnP_India,R13.1,74.23124856
PnP_India,R13.10,79.38526704
PnP_India,B35-B49,295.7713052
PnP_India,B37,232.7926766
PnP_India,B37.2,34.07619359
PnP_India,M86,36.84393987
PnP_India,M86.2,5.688210015
PnP_India,M86.27,4.26804584
PnP_India,M86.272,0.711525307
PnP_India,M86.1,2.133034257
PnP_India,M86.17,7.111441966
PnP_India,M86.172,-4.98137158
PnP_India,M86.9,7.106477181
PnP_India,E08,-10.66138882
PnP_India,E08.2,1.422926976
PnP_India,E08.22,0.711554498
PnP_India,E08.0,-2.134027829
PnP_India,E08.00,-2.134067655
PnP_India,E11.62,18.44657245
PnP_India,E11.621,31.93553167
PnP_India,L03.1,146.7478035
PnP_India,L03.11,142.5588343
PnP_India,L03.119,-19.21910287
PnP_India,L97.524,9.957462478
PnP_India,L97.50,10.66412125
PnP_India,L97.509,12.08588881
PnP_India,L97.51,60.27054293
PnP_India,L97.512,25.57921184
PnP_India,F01.51,-17.08403406
PnP_India,F03.91,-3.556959794
PnP_India,L97.2,35.49862264
PnP_India,L97.21,26.28932718
PnP_India,L97.212,4.267631824
PnP_India,L97.213,6.402573423
PnP_India,B37.0,151.8748788
PnP_India,G93.4,346.3443166
PnP_India,G93.41,281.0835754
PnP_India,E11.5,3.543745984
PnP_India,E11.51,37.60396826
PnP_India,M62.82,-59.15938843
PnP_India,E11.2,49.92721775
PnP_India,E11.22,92.86413242
PnP_India,J60-J70,138.9115679
PnP_India,J69,134.8146867
PnP_India,J69.0,129.9010446
PnP_India,E87.0,197.3977423
PnP_India,G40,19.72792355
PnP_India,G40.9,1.415507636
PnP_India,G40.90,21.93027849
PnP_India,G40.909,24.05278104
PnP_India,T23.23,4.267998071
PnP_India,G30-G32,-120.097295
PnP_India,G30,-89.76898344
PnP_India,G30.1,5.685937075
PnP_India,F02,-164.9148187
PnP_India,F02.8,-164.9148187
PnP_India,F02.80,-94.76200764
PnP_India,R41.3,-26.24783537
PnP_India,J09-J18,740.0686441
PnP_India,J18,420.324862
PnP_India,J18.9,368.5854213
PnP_India,R10.1,180.5571659
PnP_India,R10.13,99.1530167
PnP_India,H10-H11,7.084663531
PnP_India,H10,-12.7829793
PnP_India,H10.9,-3.556561487
PnP_India,R00.0,346.6918189
PnP_India,J31,15.62079846
PnP_India,J31.0,14.91217122
PnP_India,H90.6,-1.422269429
PnP_India,E78.1,12.7771149
PnP_India,R09,338.6916742
PnP_India,R09.8,53.66368176
PnP_India,R09.89,26.95271164
PnP_India,R10.12,21.29048737
PnP_India,M54.41,-14.8927642
PnP_India,M81.0,-53.61809189
PnP_India,M45-M49,94.38607434
PnP_India,M47,21.89546233
PnP_India,M47.8,27.59037108
PnP_India,M47.81,21.95257679
PnP_India,M47.816,-7.816007989
PnP_India,F39,36.11875291
PnP_India,R07.8,159.8733985
PnP_India,R07.89,80.02985502
PnP_India,M51.1,-4.261276409
PnP_India,M51.16,10.6519717
PnP_India,I95,416.2186202
PnP_India,I95.9,244.4028888
PnP_India,E11.40,2.129310452
PnP_India,M51.27,15.62892005
PnP_India,M51.17,-14.94395983
PnP_India,R33.9,100.0377411
PnP_India,N40.0,197.2076947
PnP_India,G83,25.57577384
PnP_India,G83.4,41.19732004
PnP_India,O60-O77,109.7348077
PnP_India,O60,12.08241447
PnP_India,O60.0,3.556629087
PnP_India,O60.03,2.845603592
PnP_India,Z3A.1,97.25041054
PnP_India,Z3A.17,7.820826134
PnP_India,O20-O29,101.4159883
PnP_India,O26,55.19080375
PnP_India,O26.8,47.44437278
PnP_India,O26.89,36.86328531
PnP_India,O26.891,6.400352328
PnP_India,R30,55.69300822
PnP_India,R30.0,54.29646787
PnP_India,R10.2,69.80025497
PnP_India,Z3A.10,4.978452569
PnP_India,Z3A.2,106.9268903
PnP_India,Z3A.25,14.92075961
PnP_India,O99.8,53.78259975
PnP_India,O99.89,22.71363627
PnP_India,Z3A.16,13.50092212
PnP_India,H43-H44,10.60879341
PnP_India,H43,4.248333515
PnP_India,H43.3,7.815305443
PnP_India,H43.39,7.815451545
PnP_India,H43.393,1.422688102
PnP_India,H43.8,-0.709549343
PnP_India,H43.81,0.709673072
PnP_India,H43.812,-4.977746663
PnP_India,H11,15.61927882
PnP_India,H40-H42,-12.67710928
PnP_India,H40,-14.79128361
PnP_India,H40.0,-71.58497867
PnP_India,H40.03,-8.53619557
PnP_India,H40.033,-5.692174107
PnP_India,H40.039,-2.845904545
PnP_India,H25-H28,-91.56075654
PnP_India,H25,-62.11709653
PnP_India,H25.1,-31.81284636
PnP_India,H25.13,-4.249609026
PnP_India,R52,56.58545715
PnP_India,Q20-Q28,-149.8419336
PnP_India,Q21,-26.27683801
PnP_India,Q21.1,-1.420908986
PnP_India,L02,63.50734918
PnP_India,L02.3,17.76499432
PnP_India,L02.31,12.7938006
PnP_India,N30,28.3038689
PnP_India,N30.0,21.97864405
PnP_India,N30.00,19.15596672
PnP_India,R32,251.2804123
PnP_India,S62.3,10.65579738
PnP_India,S62.30,1.422465116
PnP_India,M17,-15.49522597
PnP_India,M17.0,-9.219780048
PnP_India,G60-G65,304.7113818
PnP_India,G62,297.5881954
PnP_India,G62.8,20.5948418
PnP_India,G62.89,25.56354593
PnP_India,M79.642,8.497872249
PnP_India,M05,9.934778759
PnP_India,M05.7,1.420217281
PnP_India,M05.79,-2.131174234
PnP_India,S01.1,-0.710780659
PnP_India,S01.11,-1.421679716
PnP_India,S01.112,1.422321748
PnP_India,S01.112A,1.422369539
PnP_India,F15,3.528941233
PnP_India,F15.2,2.841024467
PnP_India,F15.20,4.263218354
PnP_India,F20,-46.84757203
PnP_India,F20.9,-32.66047109
PnP_India,H15-H22,-34.71132054
PnP_India,H18,19.87368772
PnP_India,H18.2,2.844924116
PnP_India,H18.20,4.2676159
PnP_India,H44,6.396290178
PnP_India,H44.1,0
PnP_India,R06.09,20.52101818
PnP_India,I77,4.96242883
PnP_India,H40.1,-7.818289409
PnP_India,H40.12,-9.246899212
PnP_India,H40.121,-6.404157025
PnP_India,L08,36.83426317
PnP_India,L08.9,40.39267297
PnP_India,C15-C26,383.706523
PnP_India,C22,144.0324057
PnP_India,C22.0,106.8066059
PnP_India,H46-H47,-8.525190616
PnP_India,H47,-0.710650452
PnP_India,H47.2,-4.97956876
PnP_India,H47.20,-2.84584083
PnP_India,M25.611,9.236838449
PnP_India,M25.511,142.6888468
PnP_India,G47.9,13.4813353
PnP_India,F43.12,-2.133892413
PnP_India,F43.9,7.110698807
PnP_India,M89,120.6691173
PnP_India,M89.8,59.49957777
PnP_India,M89.8X,59.49957777
PnP_India,M89.8X8,-3.556999622
PnP_India,J91.8,61.72408019
PnP_India,C45-C49,82.12818281
PnP_India,C45,14.22321168
PnP_India,C45.0,12.09121109
PnP_India,G89.1,21.90332376
PnP_India,G89.18,21.21006711
PnP_India,N17.9,841.9979717
PnP_India,R23.2,21.30443073
PnP_India,M89.9,70.8730795
PnP_India,N20,25.41008205
PnP_India,N20.0,16.25082051
PnP_India,C79.9,258.7895475
PnP_India,C77,558.136964
PnP_India,C77.2,156.8455476
PnP_India,E86.1,240.0705739
PnP_India,K92.1,82.73123116
PnP_India,S32.0,-34.8440194
PnP_India,S32.03,-9.960813516
PnP_India,S22.43,-42.73424745
PnP_India,S22.43XA,-47.73101831
PnP_India,E40-E46,776.6284141
PnP_India,E43,255.1806387
PnP_India,R45.8,-19.8049517
PnP_India,R45.85,-7.785052306
PnP_India,R45.851,-9.910890249
PnP_India,E87.7,341.4109139
PnP_India,E87.70,333.9070999
PnP_India,H40.9,58.0886682
PnP_India,L90,7.790572988
PnP_India,L90.5,4.961701736
PnP_India,S62.6,22.00410266
PnP_India,S62.63,9.952855737
PnP_India,N89,23.3819214
PnP_India,N89.8,24.80138712
PnP_India,O21,12.08178266
PnP_India,O21.9,8.531578441
PnP_India,Z3A.32,24.83953116
PnP_India,Z3A.26,0
PnP_India,O71,9.953041536
PnP_India,O71.8,7.111176561
PnP_India,O71.82,6.400519535
PnP_India,Z37,127.0825561
PnP_India,Z37.0,122.228652
PnP_India,O30-O48,113.1921853
PnP_India,O35,32.62905846
PnP_India,O35.8,17.75981836
PnP_India,O35.8XX1,9.953190172
PnP_India,N70-N77,32.54771009
PnP_India,N76,5.677495521
PnP_India,N76.0,15.62296075
PnP_India,Z3A.21,26.26183236
PnP_India,O99.0,4.97406583
PnP_India,O99.01,8.53100507
PnP_India,O99.013,4.978471148
PnP_India,O23,5.689335512
PnP_India,O23.4,4.267822914
PnP_India,Z3A.22,18.46632741
PnP_India,O26.892,9.242257627
PnP_India,R12,1.41940864
PnP_India,O34,18.46826028
PnP_India,O34.3,2.845709745
PnP_India,O34.33,1.423049051
PnP_India,Z3A.38,41.80910816
PnP_India,O36,50.26634361
PnP_India,O36.5,16.33973681
PnP_India,O36.59,16.33991999
PnP_India,O36.592,3.556695437
PnP_India,O36.5920,2.845539898
PnP_India,Z3A.13,16.33998106
PnP_India,O35.9,9.952744256
PnP_India,O35.9XX0,9.242430157
PnP_India,B95-B97,577.5387436
PnP_India,B96,353.8763043
PnP_India,B96.8,96.86306015
PnP_India,B96.89,72.95350848
PnP_India,O34.32,1.423022514
PnP_India,O99.02,-0.711062245
PnP_India,Z3A.37,44.62523645
PnP_India,Z3A.29,17.75649961
PnP_India,Z3A.18,12.79212827
PnP_India,Z3A.23,19.17683889
PnP_India,C77.3,70.85372916
PnP_India,C50-C50,50.09225175
PnP_India,C50,50.09225175
PnP_India,C50.4,34.73430137
PnP_India,C50.41,34.73469198
PnP_India,C50.411,29.1078076
PnP_India,Z78,-22.02310439
PnP_India,Z78.0,-22.02310439
PnP_India,N60-N65,69.77043561
PnP_India,N64,54.4417008
PnP_India,N64.8,14.20670328
PnP_India,N64.89,14.20702196
PnP_India,S72.1,5.688273729
PnP_India,S72.14,16.34974794
PnP_India,S72.142,-1.422986302
PnP_India,M40-M43,40.11391851
PnP_India,M41,14.88453059
PnP_India,M41.9,2.839971559
PnP_India,Q30-Q34,-17.08524528
PnP_India,D24,7.820242126
PnP_India,D24.1,4.267599975
PnP_India,R31.0,77.86270247
PnP_India,C64-C68,29.73657338
PnP_India,C67,11.35516018
PnP_India,C67.9,17.03471709
PnP_India,C67.0,6.402143596
PnP_India,E83,648.129873
PnP_India,E83.5,299.0119404
PnP_India,E83.52,148.2460496
PnP_India,M84.4,59.58334774
PnP_India,H35.30,-2.133039884
PnP_India,C67.4,7.112821905
PnP_India,M84.5,96.38085681
PnP_India,C78.0,438.7709607
PnP_India,C78.01,375.884259
PnP_India,R64,426.9729408
PnP_India,C78.00,329.0151534
PnP_India,N13.9,19.90304839
PnP_India,G93.8,-185.7609212
PnP_India,G93.89,1.41895623
PnP_India,N13.3,85.63742677
PnP_India,N13.30,79.30768015
PnP_India,R62,408.9157106
PnP_India,R62.7,470.6898189
PnP_India,C67.8,2.133504233
PnP_India,E46,440.7718878
PnP_India,J96.01,293.4987431
PnP_India,S29.9,-23.43213222
PnP_India,S29.9XXA,-24.14330896
PnP_India,S02.5,14.92722538
PnP_India,S02.5XXA,16.34889358
PnP_India,S09,82.25434528
PnP_India,S09.8,78.24092605
PnP_India,S09.8XXA,78.94725461
PnP_India,G62.9,204.2073403
PnP_India,C43-C44,7.072876283
PnP_India,C44,26.19453963
PnP_India,C44.2,17.77441318
PnP_India,M19.01,45.23496421
PnP_India,M19.011,30.47098724
PnP_India,M70,19.87524981
PnP_India,M70.6,15.63259961
PnP_India,M70.61,2.133456444
PnP_India,M25.551,84.4574917
PnP_India,M53,48.88199524
PnP_India,M53.3,48.19075373
PnP_India,T82.0,-2.134776436
PnP_India,I51.8,-32.75343615
PnP_India,I51.89,10.6660718
PnP_India,T82.85,13.50520908
PnP_India,T82.857,-6.404491558
PnP_India,T82.857A,-6.404491558
PnP_India,I50.22,151.8211318
PnP_India,I50.23,72.9152611
PnP_India,D24.2,4.267472576
PnP_India,S62.31,4.978303932
PnP_India,S62.317,2.845794664
PnP_India,S89,23.40052873
PnP_India,S89.9,23.40237107
PnP_India,S89.91,8.525205382
PnP_India,S89.91XA,7.815568425
PnP_India,S89.92,19.17210708
PnP_India,S89.92XA,17.7547736
PnP_India,S01.8,24.11431419
PnP_India,S01.81,24.11847081
PnP_India,S01.81XA,20.57581455
PnP_India,S79,-4.978099981
PnP_India,S79.9,-3.555671768
PnP_India,S79.92,7.821818841
PnP_India,S76,11.364175
PnP_India,S76.1,6.400925591
PnP_India,S76.11,6.401068898
PnP_India,E78.2,-45.30806758
PnP_India,M25.561,14.04878169
PnP_India,G40.2,1.420594837
PnP_India,G40.21,0
PnP_India,G40.219,0
PnP_India,F10.12,-17.02259051
PnP_India,F10.129,-17.02553383
PnP_India,M79.641,9.909502687
PnP_India,S73,4.266644386
PnP_India,S81.01,5.69029094
PnP_India,S60,33.33586011
PnP_India,S60.5,12.79489943
PnP_India,S60.51,12.79604593
PnP_India,S32.4,-4.266236907
PnP_India,S32.42,-3.557450975
PnP_India,M45,10.65974112
PnP_India,M45.0,1.42286328
PnP_India,M25.4,33.24873608
PnP_India,M25.46,10.63821129
PnP_India,M25.461,9.943152
PnP_India,L02.9,4.265369919
PnP_India,L02.91,3.555275268
PnP_India,M25.57,30.31369124
PnP_India,M25.571,7.080825593
PnP_India,H59-H59,-2.845713396
PnP_India,H59,-2.845713396
PnP_India,R94.4,68.066353
PnP_India,T23.26,-5.692726351
PnP_India,E11.311,-10.67191365
PnP_India,R19.7,446.4072568
PnP_India,R10.8,58.0093874
PnP_India,R10.84,47.44009931
PnP_India,F11.9,-14.19401848
PnP_India,F11.90,-20.6012116
PnP_India,F10.23,-12.07361592
PnP_India,F10.239,-14.92045275
PnP_India,I50.3,163.7144943
PnP_India,I50.32,82.65355583
PnP_India,I25.118,-22.03144003
PnP_India,I42.2,-10.66804784
PnP_India,S63.0,2.845221408
PnP_India,S42.1,-9.958991211
PnP_India,S42.11,1.422581923
PnP_India,S42.112,-2.134625144
PnP_India,S12,-49.83692796
PnP_India,S12.6,-33.47750208
PnP_India,L49-L54,97.45946143
PnP_India,L53,40.42839744
PnP_India,L53.9,46.81567134
PnP_India,T85,76.50811863
PnP_India,T85.7,16.35133448
PnP_India,T85.79,5.689908789
PnP_India,T85.79XA,6.401188318
PnP_India,C50.9,56.54247417
PnP_India,C50.91,52.31183944
PnP_India,C50.911,89.19022721
PnP_India,D25,78.3676716
PnP_India,D25.1,31.20508213
PnP_India,F22,-4.974956386
PnP_India,F45,41.16302599
PnP_India,F45.8,0.711119151
PnP_India,B85-B89,7.103129879
PnP_India,B86,0
PnP_India,F25,4.254488891
PnP_India,F25.9,21.99092405
PnP_India,L60.3,-9.233177079
PnP_India,B35,-12.03204966
PnP_India,B35.3,-22.72818198
PnP_India,G44,-14.17124854
PnP_India,G44.2,-9.948534107
PnP_India,G44.20,2.843543408
PnP_India,G44.209,2.843660264
PnP_India,N91,14.9132311
PnP_India,N91.2,7.107645692
PnP_India,B37.3,24.83934524
PnP_India,K62,12.70990265
PnP_India,K62.8,1.419052047
PnP_India,K62.89,4.968148484
PnP_India,K59.01,-31.31865245
PnP_India,J00-J06,229.2542949
PnP_India,J00,3.556284047
PnP_India,M79.672,27.52378741
PnP_India,S39.92,12.78873514
PnP_India,S39.92XA,12.7892131
PnP_India,R22,175.7285152
PnP_India,R22.4,67.31658661
PnP_India,R22.42,42.59668499
PnP_India,B85,4.265210583
PnP_India,B85.1,4.978545464
PnP_India,C20,21.31151827
PnP_India,F50-F59,-20.54646566
PnP_India,F50,7.821059724
PnP_India,H25.11,-20.61124731
PnP_India,H00,7.818927943
PnP_India,H00.1,0.711283766
PnP_India,Z94,-234.4100605
PnP_India,Z94.7,-11.38130432
PnP_India,K40,17.01589265
PnP_India,K40.9,14.19091928
PnP_India,K40.90,14.19246128
PnP_India,I81,7.818840322
PnP_India,J30.9,12.0537678
PnP_India,K74,121.662115
PnP_India,K74.6,114.0271784
PnP_India,K74.60,142.914886
PnP_India,I85,4.972001178
PnP_India,I85.1,38.33393161
PnP_India,I85.10,34.08485261
PnP_India,K29,29.67659267
PnP_India,K29.0,3.556177874
PnP_India,K29.00,0
PnP_India,K12,153.0855319
PnP_India,K12.2,3.556390217
PnP_India,B95,169.0412342
PnP_India,B95.6,12.07099143
PnP_India,B95.61,-25.62162368
PnP_India,K04,15.6246553
PnP_India,K04.7,16.33650013
PnP_India,F33.9,-7.812233343
PnP_India,M27,7.10698179
PnP_India,M27.2,0
PnP_India,S51,19.17769909
PnP_India,S51.8,8.529921925
PnP_India,S51.81,15.63802968
PnP_India,S51.811,12.79991459
PnP_India,C40-C41,15.63435146
PnP_India,C41,13.50541079
PnP_India,R10.11,111.498617
PnP_India,C41.0,-4.981483072
PnP_India,G89.11,0.711294385
PnP_India,F40,-3.551844649
PnP_India,F40.2,22.02097571
PnP_India,F40.29,-2.134680884
PnP_India,F40.298,-2.134680884
PnP_India,R41.9,-1.422184441
PnP_India,E20-E35,201.4291552
PnP_India,E23,-49.82854014
PnP_India,E23.7,0.711408529
PnP_India,E23.6,3.555806242
PnP_India,E27,98.9583595
PnP_India,E27.9,3.55511596
PnP_India,G95,72.20144241
PnP_India,G95.0,-3.557596987
PnP_India,K42,55.27863833
PnP_India,K42.9,53.1644062
PnP_India,R41.89,-71.78253971
PnP_India,I63.0,-8.541230573
PnP_India,I70,17.71203219
PnP_India,I70.0,39.73164675
PnP_India,I67.1,-51.9665717
PnP_India,I63.9,-4.967656731
PnP_India,I49.1,29.13108543
PnP_India,I35.8,-31.32157764
PnP_India,R47.1,-119.1861137
PnP_India,R68.83,25.57128462
PnP_India,F11.23,17.75895555
PnP_India,R00.1,16.27487548
PnP_India,R18,491.1064489
PnP_India,R18.8,442.587221
PnP_India,M54.3,-15.62962031
