Team,Diagnosis Code,Z score
ivanbrugere,S67.21,0.977998322
ivanbrugere,S62.022,1.955840337
ivanbrugere,O24.420,3.910486669
ivanbrugere,I70.445,-0.978242231
ivanbrugere,S66.912,-1.09E-11
ivanbrugere,C62.12,-1.09E-11
ivanbrugere,M25.331,2.933438562
ivanbrugere,K12.33,2.933843397
ivanbrugere,Q25.0,-19.58666267
ivanbrugere,M65.07,-0.978231288
ivanbrugere,I82.B12,3.911318243
ivanbrugere,M79.A,12.70379151
ivanbrugere,S42.491,0.977965492
ivanbrugere,C81.7,-1.09E-11
ivanbrugere,C84.49,6.843754126
ivanbrugere,C83.34,1.955978937
ivanbrugere,I97.7,1.955811157
ivanbrugere,I97.71,-3.913484426
ivanbrugere,G06.0,0.978009265
ivanbrugere,D61.3,-2.934966165
ivanbrugere,L89.02,0.978085863
ivanbrugere,O99.42,3.910880595
ivanbrugere,C62.90,5.865274415
ivanbrugere,S66.80,0.978049388
ivanbrugere,O36.0,0.97801656
ivanbrugere,O36.09,0.978060331
ivanbrugere,N91.1,1.955563106
ivanbrugere,C85.2,0.978071273
ivanbrugere,C85.20,1.956037292
ivanbrugere,C84.7,3.911537047
ivanbrugere,L41,-1.09E-11
ivanbrugere,L41.9,-1.09E-11
ivanbrugere,O99.81,6.840103548
ivanbrugere,O99.810,6.840231225
ivanbrugere,S83.00,1.955701727
ivanbrugere,O30.00,1.955833042
ivanbrugere,O30.043,1.955738204
ivanbrugere,O24.113,3.91053044
ivanbrugere,S42.491D,0.978020208
ivanbrugere,N97.0,5.864836765
ivanbrugere,O43.12,1.955818452
ivanbrugere,O43.123,1.955847632
ivanbrugere,L89.622,3.911464114
ivanbrugere,C53.8,-1.956451179
ivanbrugere,T82.6XXA,-10.76714837
ivanbrugere,C11,0.977980083
ivanbrugere,C11.9,1.955920581
ivanbrugere,O24.12,1.955833042
ivanbrugere,O09.81,1.955796566
ivanbrugere,O34.4,1.955833042
ivanbrugere,S92.11,3.91095354
ivanbrugere,O99.413,1.955745499
ivanbrugere,A43.0,-0.978223992
ivanbrugere,O13.9,1.955833042
ivanbrugere,N97.1,1.955847632
ivanbrugere,D71,1.955964348
ivanbrugere,O30.03,0.978005617
ivanbrugere,O30.033,0.978049388
ivanbrugere,O30.032,0.978042093
ivanbrugere,E09.62,-1.09E-11
ivanbrugere,E09.621,-1.09E-11
ivanbrugere,O24.112,1.955767385
ivanbrugere,P76-P78,0.978001969
ivanbrugere,O24.424,1.955811157
ivanbrugere,P70-P74,-28.40876975
ivanbrugere,P70,-14.68076958
ivanbrugere,C83.79,5.866499654
ivanbrugere,P00-P04,-46.08265992
ivanbrugere,P04,2.933121219
ivanbrugere,C86.0,-1.09E-11
ivanbrugere,O26.62,0.978005617
ivanbrugere,S83.004,0.978023855
ivanbrugere,I70.3,4.889067238
ivanbrugere,P80-P83,-1.09E-11
ivanbrugere,L20.83,4.887389591
ivanbrugere,O36.5932,0.978038446
ivanbrugere,P90-P96,-11.73780456
ivanbrugere,O99.352,0.977983731
ivanbrugere,C84.69,-1.09E-11
ivanbrugere,P96,-13.70003339
ivanbrugere,C92.3,10.75115774
ivanbrugere,C92.30,11.72777483
ivanbrugere,P07,-93.36947467
ivanbrugere,P07.3,-26.42357047
ivanbrugere,P07.30,2.932946117
ivanbrugere,P08,6.840154619
ivanbrugere,P07.2,-67.80501798
ivanbrugere,P07.1,-65.78210677
ivanbrugere,P07.0,-34.31014277
ivanbrugere,C85.29,1.956044586
ivanbrugere,C4A.7,3.911420353
ivanbrugere,Z38,-78.27697416
ivanbrugere,Z38.0,-70.43310785
ivanbrugere,Z38.01,-22.49324163
ivanbrugere,P96.8,-10.7626499
ivanbrugere,P28,-49.04309394
ivanbrugere,P28.4,-25.46446423
ivanbrugere,P07.39,4.887845533
ivanbrugere,P07.18,-19.58432449
ivanbrugere,P03,-6.84835086
ivanbrugere,P07.36,1.955738204
ivanbrugere,P07.35,0.978005617
ivanbrugere,P07.38,1.955738204
ivanbrugere,P07.37,1.955789271
ivanbrugere,P22,-16.63627551
ivanbrugere,P22.0,-19.58673574
ivanbrugere,Z38.00,-47.94408545
ivanbrugere,P70.1,-0.978052528
ivanbrugere,P61,-25.47016689
ivanbrugere,P59.0,-10.76401571
ivanbrugere,P61.2,-26.45260227
ivanbrugere,P96.83,4.887280158
ivanbrugere,P22.9,0.977837809
ivanbrugere,Z38.3,-7.82737147
ivanbrugere,C91.6,4.889140165
ivanbrugere,C91.60,4.889140165
ivanbrugere,C86.4,5.866609037
ProActa,I00-I99,3885.760632
ProActa,I70-I79,233.8779499
ProActa,I73,90.45314871
ProActa,I73.9,79.92333388
ProActa,S00-T88,390.5872355
ProActa,S50-S59,49.35346758
ProActa,S52,9.930560798
ProActa,S52.2,3.322788953
ProActa,S52.6,0.83030574
ProActa,S52.69,-1.662453361
ProActa,S52.20,1.661896234
ProActa,S52.201,3.324240097
ProActa,S30-S39,-41.9463725
ProActa,S31,-101.8819345
ProActa,S40-S49,-36.23758796
ProActa,S41,-44.9754302
ProActa,S41.1,-48.32049715
ProActa,F01-F99,1242.15095
ProActa,F10-F19,124.8223288
ProActa,F12,42.83630832
ProActa,F12.9,55.25027122
ProActa,F12.90,56.08023942
ProActa,S70-S79,18.14673607
ProActa,I95-I99,585.4128753
ProActa,I99,29.85674489
ProActa,I99.8,23.23259843
ProActa,M00-M99,994.5453708
ProActa,M60-M63,64.66976804
ProActa,M62,47.56150213
ProActa,M62.8,37.78946531
ProActa,M62.83,46.22288846
ProActa,M62.838,30.58853376
ProActa,D50-D89,2684.008718
ProActa,D60-D64,1645.934381
ProActa,D62,225.8186866
ProActa,S71,0
ProActa,S71.1,1.661927243
ProActa,M70-M79,80.59691102
ProActa,M79,26.77589131
ProActa,M79.6,-29.67669449
ProActa,M79.63,7.470309933
ProActa,M79.631,-1.661783392
ProActa,M79.60,-17.30381538
ProActa,M79.601,-6.641686078
ProActa,F17,52.89824105
ProActa,F17.2,52.89824105
ProActa,F17.21,105.6870914
ProActa,F17.210,102.4912546
ProActa,S80-S89,126.520858
ProActa,S83,36.3300602
ProActa,S83.5,16.58325221
ProActa,S83.51,15.75638258
ProActa,S83.512,7.473073843
ProActa,S83.512A,4.153921201
ProActa,M20-M25,251.4303795
ProActa,M25,225.0182244
ProActa,M25.5,192.6010632
ProActa,M25.56,25.24436717
ProActa,M25.562,-18.91675356
ProActa,S83.512D,5.814059532
ProActa,M25.6,-12.35998285
ProActa,M25.61,-28.24785437
ProActa,M25.612,-28.27989148
ProActa,M75,23.11682235
ProActa,M75.1,9.942911795
ProActa,M75.10,2.490080433
ProActa,M75.102,-1.66180821
ProActa,S46,13.26066897
ProActa,S46.0,3.322379536
ProActa,S46.01,3.323049464
ProActa,M25.51,27.68550407
ProActa,M25.512,-64.423301
ProActa,S49,0
ProActa,S49.9,0.829821398
ProActa,S49.92,-16.6268565
ProActa,S49.92XA,-16.62772605
ProActa,N00-N99,3285.553705
ProActa,N80-N98,129.3826324
ProActa,N94,28.11646069
ProActa,N94.9,0
ProActa,R00-R99,4613.915472
ProActa,R10-R19,1709.912372
ProActa,R19,473.1719387
ProActa,R19.0,39.72547824
ProActa,R19.00,8.301246411
ProActa,J00-J99,3249.298458
ProActa,J40-J47,358.8269724
ProActa,J45,64.87719265
ProActa,J45.9,91.88988565
ProActa,J45.90,82.26007641
ProActa,J45.909,71.77291255
ProActa,K00-K95,2835.429544
ProActa,K65-K68,139.7652903
ProActa,K66,31.46070162
ProActa,K66.0,-7.471559477
ProActa,M50-M54,389.5977397
ProActa,M54,345.5781086
ProActa,M54.1,-9.048952129
ProActa,M54.16,-11.57312562
ProActa,E00-E89,5213.468045
ProActa,E08-E13,382.624928
ProActa,E11,435.4587241
ProActa,E11.9,235.082446
ProActa,I10-I16,1985.186891
ProActa,I10,767.2348854
ProActa,M80-M85,212.6755103
ProActa,M85,-43.54596997
ProActa,M85.8,-57.58316247
ProActa,M85.89,-74.74157087
ProActa,E70-E88,4485.949955
ProActa,E78,936.3435757
ProActa,E78.5,933.5162827
ProActa,R40-R46,434.1513825
ProActa,R41,246.9102082
ProActa,R41.8,43.47232981
ProActa,R41.82,114.2414304
ProActa,R11,429.4684184
ProActa,R11.2,68.84972289
ProActa,R00-R09,991.3945055
ProActa,R07,167.420814
ProActa,R07.9,70.8117741
ProActa,R10,373.3240465
ProActa,R10.9,283.3810469
ProActa,R50-R69,2865.110618
ProActa,R55,6.604801393
ProActa,M54.12,7.453088202
ProActa,R42,163.232769
ProActa,R47-R49,258.8193811
ProActa,R49,52.73940567
ProActa,R90-R94,561.4505041
ProActa,R91,329.6119808
ProActa,R91.8,243.0356405
ProActa,R25-R29,217.2841503
ProActa,R29,179.9056605
ProActa,H00-H59,222.7904591
ProActa,H30-H36,57.40502679
ProActa,H35,51.80581249
ProActa,H35.3,33.03406223
ProActa,H35.34,-0.831025222
ProActa,H35.342,-0.83119579
ProActa,M54.2,77.46237045
ProActa,M54.5,115.1606866
ProActa,E11.6,341.3358637
ProActa,E11.69,70.98546667
ProActa,E65-E68,168.0145065
ProActa,E66,160.1581867
ProActa,E66.9,202.5206287
ProActa,G00-G99,2800.750454
ProActa,G89-G99,2262.623816
ProActa,G89,842.8413762
ProActa,G89.2,158.1308704
ProActa,G89.29,155.0675353
ProActa,M25.64,16.54074674
ProActa,M25.641,8.291872843
ProActa,M51,49.22627812
ProActa,M51.2,10.75799231
ProActa,M51.26,-2.487195292
ProActa,M79.64,-30.48932842
ProActa,M79.644,-20.7678641
ProActa,C00-D49,1104.041363
ProActa,D10-D36,57.69599814
ProActa,D17,0
ProActa,D17.7,-2.493623867
ProActa,M54.9,96.8243935
ProActa,R05,213.3449101
ProActa,S53,2.49255641
ProActa,M99-M99,15.74848086
ProActa,M99,15.74848086
ProActa,M25.55,133.6330184
ProActa,M25.552,51.8584273
ProActa,R90,54.52231537
ProActa,R90.8,23.18674301
ProActa,R90.82,14.09638058
ProActa,S00-S09,-168.6789708
ProActa,S06,-221.1454409
ProActa,S06.9,-120.139232
ProActa,S06.9X,-120.139232
ProActa,S06.9X1,-0.831087251
ProActa,M51.8,-16.62399904
ProActa,M51.87,5.815188204
ProActa,R29.8,110.754752
ProActa,R29.89,-19.87968218
ProActa,R29.898,-19.87968218
ProActa,E13,24.05299652
ProActa,E13.6,10.79952826
ProActa,H60-H95,316.9756399
ProActa,H90-H94,251.6032409
ProActa,H93,28.92450414
ProActa,H93.1,22.34219421
ProActa,H93.11,0
ProActa,F40-F48,422.662562
ProActa,F43,48.95652921
ProActa,F43.1,21.37499361
ProActa,F43.10,31.23417461
ProActa,M54.4,-11.56280449
ProActa,M54.42,-20.72085487
ProActa,M15-M19,24.03928643
ProActa,M16,43.73567266
ProActa,M16.0,18.2407049
ProActa,M79.62,26.53670728
ProActa,M79.622,19.92024747
ProActa,S60-S69,88.112214
ProActa,S63,11.60377098
ProActa,S63.6,4.983310999
ProActa,S63.64,1.662131894
ProActa,S63.641,0.831202236
ProActa,R51,21.23097568
ProActa,E66.0,-22.23612123
ProActa,E66.09,4.151641442
ProActa,G40-G47,285.6563088
ProActa,G47,154.4797648
ProActa,G47.0,26.18759644
ProActa,G47.09,-13.29577695
ProActa,S62,16.53670154
ProActa,S62.5,-3.324086864
ProActa,S62.51,0
ProActa,S62.511,-0.831276409
ProActa,R70-R79,611.5468436
ProActa,R73,211.1396427
ProActa,R73.9,203.5246002
ProActa,K20-K31,1144.347914
ProActa,K31,232.6386878
ProActa,K31.8,180.5519843
ProActa,K31.89,149.993972
ProActa,K31.7,3.319685997
ProActa,Q00-Q99,-214.4840554
ProActa,Q38-Q45,-4.98422932
ProActa,S40,5.810389767
ProActa,S40.8,6.64672436
ProActa,M79.5,10.79711092
ProActa,K21,841.7962863
ProActa,K21.9,783.4261575
ProActa,R06,315.3523522
ProActa,R06.0,331.5899285
ProActa,R06.00,133.7693793
ProActa,M79.621,9.965110724
ProActa,D35,-13.28568492
ProActa,D35.0,1.661871425
ProActa,G89.4,-21.56677494
ProActa,F17.20,-58.58283352
ProActa,F17.200,-61.90716305
ProActa,Z00-Z99,1558.561931
ProActa,Z20-Z29,-17.39350004
ProActa,Z21,-22.38986714
ProActa,C76-C80,983.4357766
ProActa,C78,706.0335007
ProActa,C78.7,395.7523602
ProActa,J44,247.8816575
ProActa,J44.9,118.4443774
ProActa,F14,-37.39130113
ProActa,F14.1,-37.4313605
ProActa,F14.10,-40.7713994
ProActa,C79,747.7099321
ProActa,C79.8,210.7017315
ProActa,C79.89,184.789324
ProActa,I71,34.69444029
ProActa,I71.2,5.805630667
ProActa,N17-N19,2390.945591
ProActa,N18,721.8488401
ProActa,N18.3,226.3355577
ProActa,A00-B99,1751.233689
ProActa,B20-B20,-33.84696971
ProActa,B20,-33.84696971
ProActa,Z77-Z99,1703.667778
ProActa,Z90,257.421532
ProActa,Z90.5,38.11711503
ProActa,E11.65,273.5365138
ProActa,S20-S29,-36.21130201
ProActa,S29,9.922903334
ProActa,S29.0,9.964031771
ProActa,S29.01,9.9641806
ProActa,S29.012,4.984464598
ProActa,S29.012A,4.984557619
ProActa,S10-S19,-37.0526475
ProActa,S16,15.74328941
ProActa,S16.1,16.57164288
ProActa,S16.1XXA,11.6054232
ProActa,J30-J39,165.2426853
ProActa,J30,50.20346191
ProActa,J30.2,16.57263652
ProActa,O00-O9A,118.7950407
ProActa,O09-O09,39.56661208
ProActa,O09,39.56661208
ProActa,O09.8,4.982268798
ProActa,O09.89,4.15264966
ProActa,O09.893,1.661908638
ProActa,O10-O16,3.319835008
ProActa,O14,-0.831186487
ProActa,O94-O9A,48.53692205
ProActa,O99,46.09112698
ProActa,O99.1,5.814754127
ProActa,O99.11,1.662125693
ProActa,O99.113,0.831202236
ProActa,O99.5,5.812930632
ProActa,O99.51,0
ProActa,D65-D69,985.6312531
ProActa,D69,601.7040607
ProActa,D69.6,473.5891494
ProActa,Z30-Z39,-52.31700194
ProActa,Z3A,105.9434274
ProActa,Z3A.3,50.14945483
ProActa,Z3A.36,14.9091528
ProActa,E00-E07,470.1969052
ProActa,E03,411.0484589
ProActa,E03.9,393.2317547
ProActa,I60-I69,260.1305833
ProActa,I63,146.0652988
ProActa,I63.5,43.08260402
ProActa,I63.50,1.661995463
ProActa,Z90.4,195.4229138
ProActa,Z90.49,195.4229138
ProActa,D12,-12.38706933
ProActa,D12.6,-5.80582016
ProActa,R29.81,126.8208197
ProActa,R29.810,123.6604621
ProActa,K55-K64,1065.102802
ProActa,K63,119.2969562
ProActa,K63.5,-3.300858046
ProActa,I30-I52,913.7149867
ProActa,I45,182.1345069
ProActa,I45.1,78.53124687
ProActa,I45.10,83.47341483
ProActa,I20-I25,757.0434379
ProActa,I25,646.8723554
ProActa,I25.1,554.5270014
ProActa,I25.10,554.8693644
ProActa,I44,119.9745259
ProActa,I44.0,22.39448653
ProActa,R47,190.877763
ProActa,R47.8,0.830581932
ProActa,R47.81,6.645533939
ProActa,Z14-Z15,-19.92670282
ProActa,Z14,4.984873873
ProActa,Z14.8,4.985134303
ProActa,E03.8,3.31638112
ProActa,M19,15.48145786
ProActa,M19.0,-66.78118706
ProActa,M19.03,-14.96467683
ProActa,M19.032,-19.1337359
ProActa,M30-M36,53.51618245
ProActa,M35,59.46511711
ProActa,M35.1,6.64672436
ProActa,I35,121.4413208
ProActa,I35.1,46.3804515
ProActa,M18,-7.469881428
ProActa,M18.1,-10.7964437
ProActa,M18.12,0
ProActa,E06,-11.6194522
ProActa,E06.3,-14.94510208
ProActa,K30,9.132601824
ProActa,R11.0,415.0400741
ProActa,M95-M95,14.92943922
ProActa,M95,14.92943922
ProActa,M95.2,4.984334367
ProActa,D00-D09,-14.92802221
ProActa,D03,-6.650924914
ProActa,S02,23.98025476
ProActa,S02.9,2.492416855
ProActa,S02.92,2.492575016
ProActa,I49,-12.384537
ProActa,I49.5,76.83352924
ProActa,F20-F29,-191.2683163
ProActa,F29,-90.79483897
ProActa,I12,418.2962614
ProActa,I12.9,292.2609571
ProActa,N18.9,370.2008897
ProActa,R68,-33.88601382
ProActa,R68.8,-42.23047312
ProActa,R68.89,-68.97326046
ProActa,I51,10.75483698
ProActa,I51.7,-7.470608631
ProActa,I48,1084.97235
ProActa,I48.0,320.9205957
ProActa,R53,482.3049921
ProActa,R53.8,454.925745
ProActa,R53.83,421.0283132
ProActa,I47,130.352813
ProActa,I47.1,68.51006911
ProActa,R93,34.72028464
ProActa,R93.1,10.79247611
ProActa,R94,165.0173088
ProActa,R94.6,19.9241884
ProActa,K63.9,6.645335514
ProActa,C00-C14,30.64115128
ProActa,C10,-12.47429216
ProActa,C10.9,-11.64236949
ProActa,M79.8,47.61463503
ProActa,M79.89,45.99047266
ProActa,M15,-5.811781148
ProActa,M15.0,-11.63685104
ProActa,K70-K77,747.3105732
ProActa,K76,494.8064286
ProActa,K76.9,38.07976132
ProActa,K70,98.91800163
ProActa,K70.3,80.91043416
ProActa,K70.30,11.60933536
ProActa,M84,158.7792784
ProActa,M84.3,2.492844796
ProActa,I50,810.7859586
ProActa,I50.9,238.2823386
ProActa,F10,20.47807688
ProActa,F10.1,-26.41761654
ProActa,F10.10,7.441013817
ProActa,M05-M14,189.6302633
ProActa,M10,157.389795
ProActa,M10.9,178.6175642
ProActa,F19,-48.92776814
ProActa,F19.9,-14.94823584
ProActa,F19.90,-19.1145909
ProActa,I48.1,69.4271476
ProActa,S72,33.10340956
ProActa,S72.0,-10.80363079
ProActa,I49.0,-80.08082143
ProActa,I49.01,-79.24365903
ProActa,M1A,42.22673713
ProActa,M1A.0,9.132192445
ProActa,Z69-Z76,-86.79145471
ProActa,Z72,-19.93677958
ProActa,Z72.8,-23.28080177
ProActa,Z72.89,-2.49249779
ProActa,H00-H05,21.27721464
ProActa,H04,19.72335388
ProActa,H04.1,21.38044371
ProActa,H04.12,21.38068771
ProActa,H04.123,18.93411832
ProActa,F10.2,-4.954560119
ProActa,F10.20,-24.06760253
ProActa,K40-K46,4.103931816
ProActa,K44,-14.07072391
ProActa,K44.9,-14.89941672
ProActa,R07.2,-7.464005155
ProActa,R06.02,300.7136626
ProActa,K90-K95,349.9797818
ProActa,K92,285.8971259
ProActa,K92.2,144.164219
ProActa,I48.9,924.7155739
ProActa,I48.91,810.8832645
ProActa,C51-C58,57.02748491
ProActa,C54,14.10503081
ProActa,C54.1,8.300470874
ProActa,K25,81.83808979
ProActa,K25.9,43.09548386
ProActa,I80-I89,541.9797608
ProActa,I82,261.5039203
ProActa,I82.4,129.1647831
ProActa,I82.40,62.03151653
ProActa,I82.409,48.06028915
ProActa,K21.0,73.42163516
ProActa,M19.9,102.6326045
ProActa,M19.90,92.84778125
ProActa,D68,488.439991
ProActa,D68.3,66.24388589
ProActa,D68.32,62.9442223
ProActa,E87,3189.105936
ProActa,E87.6,915.2733679
ProActa,D70-D77,486.6610784
ProActa,D72,415.8384795
ProActa,D72.8,385.41882
ProActa,D72.82,318.7173222
ProActa,D72.829,291.0861062
ProActa,K26,43.91606172
ProActa,K26.4,29.0440724
ProActa,C55,25.72912993
ProActa,N95,4.135989008
ProActa,N95.0,5.809629454
ProActa,R63,173.816774
ProActa,R63.0,171.4194336
ProActa,N99-N99,21.56964687
ProActa,N99,21.56964687
ProActa,N99.8,8.307447989
ProActa,N93,45.40000395
ProActa,N93.9,38.01122756
ProActa,I82.5,38.12252956
ProActa,I82.50,18.26444197
ProActa,I82.509,0
ProActa,R30-R39,719.8314155
ProActa,R33,270.8103478
ProActa,R33.8,97.41803073
ProActa,N30-N39,614.440683
ProActa,N39,548.7301574
ProActa,N39.4,21.48169819
ProActa,N39.41,-0.829103032
ProActa,R35,37.84621753
ProActa,R35.0,42.86545623
ProActa,N20-N23,37.04898462
ProActa,N21,9.134512005
ProActa,N21.0,9.964850298
ProActa,N10-N16,200.8098154
ProActa,N13,169.5195023
ProActa,N13.8,44.70789749
ProActa,N40-N53,399.2252043
ProActa,N40,326.1308731
ProActa,N40.1,102.6853866
ProActa,R39,41.19536984
ProActa,R39.1,22.3281776
ProActa,R39.14,-1.662081191
ProActa,F17.29,14.93022104
ProActa,F17.290,14.93061193
ProActa,N25-N29,287.0044057
ProActa,N28,170.5048571
ProActa,N28.9,68.55199692
ProActa,R35.1,0.829234203
ProActa,J96-J99,1900.076777
ProActa,J98,482.9638218
ProActa,J98.1,432.0972686
ProActa,J98.11,406.9230142
ProActa,M79.67,-44.39988747
ProActa,M79.671,-2.475476763
ProActa,I60,30.68404851
ProActa,E11.8,-11.57889427
ProActa,I60.9,1.661666741
ProActa,C81-C96,211.8604649
ProActa,C91,69.4560042
ProActa,C91.9,-4.988306512
ProActa,C91.90,-8.315515687
ProActa,C91.0,30.69092458
ProActa,C91.00,26.55257018
ProActa,C91.1,34.81799819
ProActa,C91.10,36.47521405
ProActa,G20-G26,95.00316656
ProActa,G20,23.19387071
ProActa,I47.2,98.8544868
ProActa,R53.81,68.55431118
ProActa,R79,174.4410571
ProActa,R79.8,104.1546846
ProActa,R79.89,97.6706148
ProActa,I82.4Y,-14.97182891
ProActa,H35.37,2.487788328
ProActa,H35.371,3.321920431
ProActa,D37-D48,162.7425872
ProActa,D47,-2.486878072
ProActa,D47.2,1.660115249
ProActa,D50-D53,242.4767756
ProActa,D53,57.10891504
ProActa,D53.9,55.46222309
ProActa,I80,-4.985868063
ProActa,I80.8,-8.314336828
ProActa,H53-H54,30.31600773
ProActa,H53,3.2923484
ProActa,H53.8,-12.43358678
ProActa,F30-F39,402.093882
ProActa,F33,16.40300182
ProActa,F33.4,34.73606853
ProActa,F33.40,9.965036318
ProActa,F10.21,34.7855891
ProActa,L00-L99,731.9934472
ProActa,L20-L30,161.4768156
ProActa,L29,14.04256129
ProActa,L29.9,38.81334304
ProActa,F11,-8.228211067
ProActa,F11.2,40.35599897
ProActa,F11.21,6.642656168
ProActa,B00-B09,33.01253117
ProActa,B00,2.488105254
ProActa,B00.9,-26.60194764
ProActa,M79.7,23.96753732
ProActa,M06,41.29928185
ProActa,M06.9,36.40305409
ProActa,L28,-4.151864279
ProActa,L28.2,-10.80855388
ProActa,R20-R23,305.53954
ProActa,R21,108.9552616
ProActa,H55-H57,-24.90097029
ProActa,H57,-9.127353861
ProActa,F41,334.5219118
ProActa,F41.9,338.5070951
ProActa,M06.0,2.490778807
ProActa,M06.09,7.47340879
ProActa,M81,5.745431717
ProActa,M81.8,-27.40245486
ProActa,M35.0,14.93100281
ProActa,M35.00,12.44895697
ProActa,F11.20,50.27050599
ProActa,F33.41,17.40414495
ProActa,L30,99.32033182
ProActa,L30.9,44.57031456
ProActa,M19.04,-11.61387881
ProActa,M19.041,-19.93454076
ProActa,S05,-33.23884635
ProActa,S05.1,-10.80811009
ProActa,S05.11,-11.6433686
ProActa,R04,238.0244202
ProActa,R04.0,125.2284005
ProActa,M79.66,-0.828515199
ProActa,M79.661,-22.4297061
ProActa,S00,68.41247675
ProActa,S00.8,35.5768902
ProActa,S00.83,19.89047827
ProActa,S00.83XA,20.71910245
ProActa,M79.662,-6.639374269
ProActa,D63,445.3052355
ProActa,D63.1,186.9578124
ProActa,S39,35.47785719
ProActa,S39.9,26.46211803
ProActa,S39.91,9.124547182
ProActa,S39.91XA,9.124683763
ProActa,S29.8,6.637443092
ProActa,S29.8XXA,4.149034401
ProActa,S01,-60.48498416
ProActa,S01.2,2.492798285
ProActa,S19,-33.11171715
ProActa,S19.8,-31.46541999
ProActa,S19.89,-48.93993431
ProActa,S19.89XA,-48.10846226
ProActa,M19.042,4.148553153
ProActa,S02.2,-20.77532553
ProActa,S02.2XXA,-19.11416205
ProActa,I35.0,36.3694467
ProActa,S39.93,25.66270512
ProActa,S39.93XA,25.66289764
ProActa,F01-F09,378.2633684
ProActa,F03,239.5487705
ProActa,F03.9,239.5487705
ProActa,F03.90,222.6553691
ProActa,K63.8,-3.317391009
ProActa,K63.89,-3.317391009
ProActa,G47.3,137.7007455
ProActa,G47.30,-9.076655542
ProActa,K50-K52,85.93564342
ProActa,K50,31.40204441
ProActa,K50.9,18.22260759
ProActa,K50.90,12.43774027
ProActa,K59,691.8345527
ProActa,K59.0,707.6960834
ProActa,K59.00,717.8545359
ProActa,L60-L75,125.9363803
ProActa,L72,18.22397408
ProActa,F31,-28.89245187
ProActa,F31.9,-33.93795692
ProActa,R23,88.20295434
ProActa,R23.3,48.06872395
ProActa,M25.8,7.45994273
ProActa,M25.85,0.830727747
ProActa,M25.851,0
ProActa,S69,13.25132409
ProActa,S69.9,11.59955236
ProActa,S69.91,9.127380805
ProActa,S69.91XA,9.128029337
ProActa,T15-T19,66.98756294
ProActa,T17,67.87878007
ProActa,T17.9,39.80488577
ProActa,K80-K87,255.1044973
ProActa,K80,101.2145803
ProActa,K80.5,6.643226864
ProActa,K80.50,-5.81734477
ProActa,K80.2,74.25950282
ProActa,K80.20,70.97427105
ProActa,K83,51.29466719
ProActa,K83.8,19.90886624
ProActa,J45.901,22.38879421
ProActa,J95-J95,195.4964665
ProActa,J95,195.4964665
ProActa,J95.8,162.1425181
ProActa,J95.82,21.58551679
ProActa,J95.821,21.58551679
ProActa,R17,33.15996801
ProActa,K57,49.30630322
ProActa,K57.3,12.37232404
ProActa,K57.30,4.953930411
ProActa,T20-T25,-64.84163819
ProActa,T25,0
ProActa,T25.2,0.831037902
ProActa,R26,20.63490656
ProActa,R26.2,-14.08286122
ProActa,M25.60,-0.830925966
ProActa,F32,435.3277999
ProActa,F32.2,15.77093687
ProActa,S82,0
ProActa,S82.8,-32.37496559
ProActa,S82.84,-4.15510792
ProActa,S82.842,-4.987748199
ProActa,L00-L08,96.65637047
ProActa,L03,24.61585461
ProActa,L03.0,-61.61957567
ProActa,L03.01,-17.45884987
ProActa,L03.012,0.830982083
ProActa,S69.92,2.48993142
ProActa,S69.92XA,1.66021459
ProActa,S61,53.65098434
ProActa,S61.2,18.23572148
ProActa,S61.21,9.956512915
ProActa,S61.211,0.831006892
ProActa,S61.211A,0.8310317
ProActa,M85.80,-15.73444276
ProActa,K57.32,-1.661764777
ProActa,H91,222.71665
ProActa,H91.9,215.6184678
ProActa,H91.93,58.69154832
ProActa,L30.4,27.36875166
ProActa,D68.5,35.63689139
ProActa,D68.51,6.644045599
ProActa,R00,322.2694835
ProActa,R00.2,-11.56814119
ProActa,K59.8,19.09707202
ProActa,C69-C72,-226.6045526
ProActa,C71,-224.2059793
ProActa,C71.9,-210.7323492
ProActa,R45,2.471559381
ProActa,R45.4,8.307726946
ProActa,G80-G83,170.9563156
ProActa,G81,202.5687264
ProActa,G81.9,212.3828021
ProActa,G81.94,95.01173147
ProActa,R45.1,24.02439542
ProActa,G93,839.1904987
ProActa,G93.6,71.93404953
ProActa,D49-D49,-20.72786662
ProActa,D49,-20.72786662
ProActa,D49.6,0
ProActa,I67,-14.92309045
ProActa,I67.8,-40.78283058
ProActa,I67.89,-31.62878341
ProActa,L10-L14,7.476171502
ProActa,I87,159.2180536
ProActa,I87.2,70.2358245
ProActa,E11.3,70.2408245
ProActa,E11.31,36.44726808
ProActa,E11.319,35.64088772
ProActa,L12,1.66224351
ProActa,L12.0,2.493467964
ProActa,L80-L99,470.9812882
ProActa,L97,146.1032815
ProActa,L97.5,39.7278599
ProActa,L97.52,18.24943953
ProActa,L97.529,22.4051974
ProActa,R25,25.54508443
ProActa,R25.2,-24.02702249
ProActa,I50.2,350.0117191
ProActa,I50.20,39.73574809
ProActa,I42,245.4947568
ProActa,I42.9,162.5471774
ProActa,D68.4,104.9427969
ProActa,D50,180.9207409
ProActa,D50.9,119.6493933
ProActa,I26-I28,322.7787634
ProActa,I26,269.4480015
ProActa,I26.9,267.863072
ProActa,I26.99,255.8496486
ProActa,R91.1,124.6625524
